AIRCRAFT | NBR_FLIGHTS | ROUTE | TOTAL_FLYING_TIME 
N589AS | 23 | SEA_SNA_458_643 (144.0) → SNA_SEA_691_845 (273.0) → SEA_ATL_974_1451 (544.0) → ATL_SEA_1855_1973 (810.0) → SEA_IAD_2036_2534 (1107.0) → IAD_SEA_2584_2704 (1382.0) → SEA_SNA_3340_3543 (1515.0) → SNA_SEA_3588_3757 (1660.0) → SEA_BUR_3807_3953 (1783.0) → BUR_SEA_3999_4148 (1911.0) → SEA_SNA_4687_4862 (2054.0) → SNA_SEA_4908_5058 (2184.0) → SEA_SNA_5142_5324 (2335.0) → SNA_SEA_5371_5521 (2464.0) → SEA_PDX_5632_5692 (2497.0) → PDX_SEA_6298_6350 (2524.0) → SEA_BUR_6408_6567 (2664.0) → BUR_SEA_6623_6763 (2782.0) → SEA_LIH_6846_7105 (3120.0) → LIH_SEA_7153_7623 (3446.0) → SEA_DCA_7705_8189 (3714.0) → DCA_SEA_8254_8408 (4026.0) → SEA_LAX_9235_9399 (4157.0) | 4157.0

N703AL | 21 | SEA_MCO_960_1470 (307.0) → MCO_SAN_1931_2075 (600.0) → SAN_MCO_2141_2583 (825.0) → MCO_SEA_2666_2824 (1142.0) → SEA_SFO_3227_3363 (1244.0) → SFO_JFK_3511_4040 (1569.0) → JFK_PDX_4093_4246 (1876.0) → PDX_OGG_4767_4983 (2189.0) → OGG_SEA_5058_5560 (2523.0) → SEA_ANC_5696_5844 (2709.0) → ANC_SEA_5927_6202 (2890.0) → SEA_TPA_6301_6794 (3177.0) → TPA_SEA_6867_7094 (3519.0) → SEA_IAH_7170_7527 (3731.0) → IAH_SEA_7614_7774 (3989.0) → SEA_LAS_7954_8109 (4113.0) → LAS_SEA_8160_8315 (4238.0) → SEA_SMF_8452_8556 (4320.0) → SMF_SEA_9012_9132 (4409.0) → SEA_SFO_9254_9404 (4529.0) → SFO_JFK_9505_10007 (4824.0) | 4824.0

N705AL | 17 | FLL_SEA_419_613 (344.0) → SEA_HNL_683_957 (721.0) → HNL_SFO_1012_1413 (976.0) → SFO_EWR_1950_2483 (1304.0) → EWR_SFO_2542_2707 (1626.0) → SFO_OGG_3390_3641 (1968.0) → OGG_SFO_3687_4061 (2205.0) → SFO_HNL_4998_5213 (2518.0) → HNL_LAX_5293_5762 (2779.0) → LAX_HNL_6188_6437 (3119.0) → HNL_PDX_6507_6971 (3441.0) → PDX_MCO_7030_7507 (3717.0) → MCO_SAN_7689_7841 (4030.0) → SAN_SEA_8043_8210 (4170.0) → SEA_SAN_8322_8483 (4305.0) → SAN_FLL_9110_9541 (4541.0) → FLL_SAN_9643_9824 (4878.0) | 4878.0

N709AL | 17 | SEA_KOA_525_807 (380.0) → KOA_PDX_867_1286 (657.0) → PDX_FLL_1947_2476 (979.0) → FLL_SEA_2531_2723 (1316.0) → SEA_OGG_3440_3702 (1638.0) → OGG_PDX_3760_4189 (1927.0) → PDX_KOA_4786_5002 (2245.0) → KOA_SEA_5065_5555 (2584.0) → SEA_DFW_6203_6560 (2779.0) → DFW_SEA_6617_6756 (3011.0) → SEA_FAI_6834_6989 (3206.0) → FAI_SEA_7619_7903 (3395.0) → SEA_ANC_8004_8163 (3585.0) → ANC_HNL_8248_8581 (3941.0) → HNL_SEA_8628_9118 (4275.0) → SEA_MCO_9183_9698 (4578.0) → MCO_SFO_9763_9965 (4930.0) | 4930.0

N801AK | 21 | ANC_SEA_292_565 (188.0) → SEA_BUR_640_792 (317.0) → BUR_SEA_853_1005 (436.0) → SEA_LIH_1062_1361 (831.0) → LIH_SEA_1415_1839 (1108.0) → SEA_SNA_1903_2062 (1237.0) → SNA_SEA_2125_2303 (1383.0) → SEA_HNL_2382_2642 (1740.0) → HNL_SEA_2714_3144 (2027.0) → SEA_STL_3315_3686 (2250.0) → STL_SEA_3743_3854 (2454.0) → SEA_LIH_4922_5144 (2768.0) → LIH_PDX_5252_5708 (3086.0) → PDX_LIH_6177_6395 (3402.0) → LIH_SEA_6500_6986 (3741.0) → SEA_LIH_7743_7987 (4068.0) → LIH_SEA_8051_8531 (4407.0) → SEA_LAS_9096_9249 (4526.0) → LAS_SEA_9309_9464 (4651.0) → SEA_LIH_9714_9960 (4981.0) → LIH_SEA_10011_10507 (5319.0) | 5319.0

N912AK | 20 | SFO_PHX_518_697 (99.0) → PHX_PAE_753_865 (243.0) → PAE_LAS_1188_1369 (379.0) → LAS_PAE_1414_1598 (504.0) → PAE_HNL_2027_2308 (867.0) → HNL_SJC_2344_2726 (1102.0) → SJC_HNL_3294_3580 (1478.0) → HNL_SEA_3637_4101 (1790.0) → SEA_ANC_4184_4339 (1989.0) → ANC_PDX_4396_4717 (2183.0) → PDX_HNL_4807_5042 (2502.0) → HNL_PAE_5101_5586 (2837.0) → PAE_PHX_6192_6427 (2990.0) → PHX_SFO_6487_6557 (3099.0) → SFO_JFK_6619_7129 (3397.0) → JFK_SEA_7610_7781 (3718.0) → SEA_LAX_7927_8093 (3849.0) → LAX_SEA_9462_9624 (3981.0) → SEA_HNL_9705_9943 (4306.0) → HNL_ANC_10021_10446 (4639.0) | 4639.0

N921AK | 19 | BUR_SEA_420_571 (118.0) → SEA_PSP_637_817 (260.0) → PSP_JFK_865_1361 (542.0) → JFK_SFO_2207_2379 (865.0) → SFO_AUS_2492_2825 (1055.0) → AUS_SFO_3374_3498 (1267.0) → SFO_HNL_3582_3846 (1609.0) → HNL_LAX_3903_4308 (1862.0) → LAX_EWR_4975_5480 (2156.0) → EWR_LAX_5526_5747 (2491.0) → LAX_EWR_6174_6684 (2773.0) → EWR_LAX_6754_6927 (3100.0) → LAX_SEA_7017_7173 (3224.0) → SEA_LAX_7612_7776 (3362.0) → LAX_FLL_7842_8306 (3618.0) → FLL_SFO_8381_8593 (3978.0) → SFO_SEA_8991_9124 (4079.0) → SEA_BOS_9233_9733 (4366.0) → BOS_SFO_9789_10000 (4734.0) | 4734.0

N937AK | 16 | MCO_SAN_507_661 (305.0) → SAN_MCO_724_1203 (544.0) → MCO_SEA_1254_1414 (860.0) → SEA_MCO_1839_2360 (1174.0) → MCO_SAN_2424_2588 (1477.0) → SAN_KOA_3536_3825 (1866.0) → KOA_SEA_3886_4346 (2175.0) → SEA_SAN_4660_4824 (2318.0) → SAN_OGG_4952_5204 (2661.0) → OGG_SEA_5258_5734 (2992.0) → SEA_SFO_6115_6260 (3102.0) → SFO_EWR_7672_8161 (3387.0) → EWR_SFO_8250_8451 (3747.0) → SFO_ORD_9151_9521 (3963.0) → ORD_SFO_9592_9750 (4220.0) → SFO_PDX_9835_9932 (4300.0) | 4300.0

N947AK | 19 | ANC_SCC_534_640 (83.0) → SCC_ANC_676_783 (172.0) → ANC_SEA_860_1149 (360.0) → SEA_HNL_1214_1501 (740.0) → HNL_SEA_1854_2272 (1013.0) → SEA_LAS_2345_2488 (1132.0) → LAS_SEA_2540_2709 (1262.0) → SEA_FLL_2866_3409 (1604.0) → FLL_PDX_3473_3671 (1950.0) → PDX_PSP_3740_3872 (2065.0) → PSP_SEA_3935_4093 (2202.0) → SEA_OGG_4841_5087 (2520.0) → OGG_PDX_5183_5648 (2837.0) → PDX_HNL_6241_6480 (3160.0) → HNL_PAE_6544_7027 (3495.0) → PAE_HNL_7761_8000 (3826.0) → HNL_SJC_8071_8500 (4110.0) → SJC_HNL_9049_9256 (4412.0) → HNL_SEA_9384_9867 (4742.0) | 4742.0

N948AK | 25 | JFK_SEA_423_595 (316.0) → SEA_ANC_678_825 (496.0) → ANC_SCC_990_1112 (583.0) → SCC_ANC_1162_1266 (669.0) → ANC_FAI_1404_1474 (713.0) → FAI_SEA_1532_1834 (905.0) → SEA_SFO_1910_2045 (1012.0) → SFO_JFK_2098_2630 (1338.0) → JFK_PDX_2685_2832 (1641.0) → PDX_OGG_3321_3550 (1971.0) → OGG_SEA_3626_4079 (2278.0) → SEA_TPA_4155_4658 (2575.0) → TPA_SEA_4732_4918 (2883.0) → SEA_KOA_5044_5271 (3202.0) → KOA_SEA_5580_6062 (3535.0) → SEA_PHX_6119_6382 (3686.0) → PHX_SEA_6435_6551 (3831.0) → SEA_LAS_6685_6858 (3964.0) → LAS_SEA_6909_7067 (4091.0) → SEA_MSP_7652_7963 (4254.0) → MSP_SEA_8045_8150 (4448.0) → SEA_LAS_8322_8476 (4568.0) → LAS_SEA_8991_9146 (4695.0) → SEA_RDU_9221_9702 (4968.0) → RDU_SEA_9782_9946 (5272.0) | 5272.0

N958AK | 20 | SFO_LAS_1095_1193 (68.0) → LAS_SEA_1931_2088 (192.0) → SEA_OGG_2159_2436 (555.0) → OGG_SEA_2727_3158 (840.0) → SEA_DEN_3283_3567 (1001.0) → DEN_SEA_3618_3784 (1137.0) → SEA_ANC_4177_4347 (1340.0) → ANC_SEA_4429_4757 (1527.0) → SEA_LAS_4811_4989 (1654.0) → LAS_SEA_5045_5219 (1772.0) → SEA_SFO_5680_5813 (1874.0) → SFO_BOS_6177_6690 (2178.0) → BOS_SAN_6775_7002 (2557.0) → SAN_PDX_7608_7753 (2679.0) → PDX_AUS_7907_8269 (2891.0) → AUS_SEA_8315_8457 (3118.0) → SEA_FAI_8573_8731 (3316.0) → FAI_ANC_8923_8988 (3361.0) → ANC_SEA_9113_9374 (3537.0) → SEA_RSW_9439_9951 (3841.0) | 3841.0

N962AK | 18 | SEA_HNL_503_787 (372.0) → HNL_SAN_845_1263 (645.0) → SAN_FLL_1918_2376 (890.0) → FLL_SAN_2460_2632 (1208.0) → SAN_IAD_3347_3814 (1471.0) → IAD_SAN_3886_4019 (1761.0) → SAN_HNL_4908_5167 (2119.0) → HNL_SFO_5234_5655 (2393.0) → SFO_AUS_6221_6529 (2559.0) → AUS_SEA_6581_6737 (2805.0) → SEA_LAX_6792_6976 (2949.0) → LAX_SEA_7031_7185 (3077.0) → SEA_SFO_7758_7892 (3179.0) → SFO_FLL_7987_8477 (3470.0) → FLL_SEA_9056_9265 (3834.0) → SEA_SLC_9332_9513 (3927.0) → SLC_SEA_9576_9650 (4021.0) → SEA_BNA_9706_10085 (4255.0) | 4255.0

